ACC_ID	STY_count	countS	countT	countY
Q8NI17	144	60	57	27
Q27J81	170	106	51	13
Q3KP66	105	71	25	9
Q9NXR8	98	57	26	15
P98153	82	45	22	15
Q9NRR6	123	78	29	16
P0DOX4	138	59	63	16
P15248	25	12	11	2
Q13325	74	28	20	26
Q5VZ72	21	11	6	4
Q8WYB5	412	239	121	52
Q8NAB2	116	58	33	25
Q9NQ38	131	63	47	21
Q00978	62	37	17	8
Q7Z794	109	64	24	21
Q7Z3Y7	80	42	26	12
Q9UI26	151	53	69	29
A0A0C4DH26	28	14	8	6
Q8NFU5	75	34	20	21
Q9NS61	41	20	13	8
Q53HC5	91	43	26	22
Q12756	294	143	95	56
Q9BYP9	47	20	24	3
O95239	169	90	62	17
P01597	34	20	8	6
P56696	117	64	32	21
Q9P2E2	160	86	47	27
Q9P2G9	89	50	20	19
Q14533	78	45	20	13
Q9UNX9	58	29	20	9
Q9UBS0	69	31	27	11
Q14003	93	37	35	21
Q7Z418	55	23	19	13
Q9NZV8	124	59	42	23
Q9UQ05	174	97	51	26
Q8N0V4	98	55	26	17
O43261	10	6	2	2
P05162	24	14	9	1
Q5VSP4	27	12	10	5
P38571	65	30	20	15
Q5T871	14	12	2	0
Q6JVE9	29	12	12	5
O15230	521	236	197	88
Q13751	159	80	55	24
O14960	26	12	7	7
O43561	52	31	11	10
Q9UJQ1	45	22	16	7
Q7Z4F1	105	50	38	17
Q9NPC1	45	18	19	8
Q38SD2	309	158	98	53
P01701	35	19	11	5
A0A075B6K4	35	17	10	8
P01721	38	22	10	6
Q9Y546	70	38	20	12
Q8IV50	41	27	10	4
Q9BRA0	20	13	6	1
Q5XG99	46	22	18	6
Q8IVV2	322	107	142	73
A0A1B0GTW7	144	76	48	20
Q8NI32	34	17	12	5
P43657	73	30	28	15
Q16609	33	12	14	7
Q9Y5V3	104	41	49	14
P43366	60	26	24	10
Q9UNF1	113	61	40	12
Q96HR3	19	6	8	5
P49641	180	83	53	44
O43708	31	13	12	6
O00187	136	52	51	33
P35410	57	29	18	10
Q6ZN28	132	65	42	25
Q9UI95	25	9	11	5
Q5U4P2	44	27	10	7
O94778	24	12	9	3
Q96DT6	91	38	33	20
O00244	12	5	5	2
Q9NTI2	196	71	83	42
Q9UHI8	159	81	56	22
O75173	124	60	45	19
Q9UNA0	159	72	56	31
Q99766	24	11	6	7
P56385	8	3	1	4
Q96FH0	21	13	3	5
P11586	122	43	63	16
P0C862	41	16	19	6
Q3MJ40	111	60	34	17
P31944	32	11	14	7
A0A1B0GVN3	47	24	17	6
Q86V15	323	170	107	46
Q9NTU7	37	21	10	6
Q569K6	110	62	45	3
Q86SI9	13	8	4	1
Q8WWF8	25	6	12	7
P54284	80	54	12	14
Q8TAP6	102	43	41	18
P58418	35	14	13	8
A8MQ03	18	11	4	3
P0DMV2	25	15	8	2
Q96SN8	286	169	88	29
Q2HXU8	51	31	14	6
Q96PZ7	713	340	244	129
Q96GX8	14	9	5	0
Q9Y4K1	323	198	94	31
Q0P5P2	11	5	5	1
Q8TCD1	9	3	3	3
P15509	69	29	26	14
Q96KH6	32	20	9	3
Q96N68	23	16	5	2
A6NJJ6	63	28	19	16
Q14093	49	31	14	4
O43174	63	29	22	12
Q6NT55	70	29	22	19
P58505	34	20	14	0
Q8TF08	14	8	5	1
Q13616	127	51	41	35
O95377	40	20	11	9
P40313	58	34	19	5
O14578	287	159	82	46
Q99708	161	91	56	14
Q08495	81	50	22	9
Q0D2K5	34	20	9	5
Q9BYC5	80	29	26	25
Q10472	75	30	28	17
Q8NA03	99	66	26	7
P07902	52	23	17	12
Q68CZ1	190	88	65	37
Q5H8C1	359	161	142	56
P02794	28	12	7	9
P63215	11	5	5	1
P32456	78	40	24	14
Q9UK08	5	2	3	0
O60383	88	50	19	19
Q99928	106	40	41	25
P24046	97	43	34	20
A6NDE8	14	6	5	3
Q02742	68	30	17	21
O75343	88	38	33	17
P30550	72	37	19	16
Q96FL9	83	33	33	17
P07203	22	11	7	4
Q49SQ1	74	35	29	10
P46091	64	27	21	16
A4D1Z8	17	9	5	3
Q8TAA5	24	10	11	3
Q9BZJ8	83	50	20	13
A6NCC3	69	43	20	6
Q8TDV0	66	43	16	7
O95837	55	22	18	15
P32249	60	24	22	14
P78417	35	17	9	9
Q96D42	111	35	66	10
B0YJ81	55	19	21	15
Q13547	75	27	20	28
P56915	42	25	8	9
Q8WUI4	136	87	39	10
P11169	74	33	32	9
Q8WW33	30	14	11	5
Q93099	66	31	17	18
Q15651	15	8	7	0
O15347	21	11	4	6
P00492	33	11	11	11
O60760	28	5	14	9
P23083	27	10	10	7
P20823	135	72	51	12
A0A0A0MS14	30	11	11	8
A0A0J9YVY3	28	11	11	6
A0A0J9YX35	29	17	5	7
P52272	51	32	14	5
P17482	45	26	8	11
Q9H5V7	79	45	21	13
P58166	56	26	24	6
P01308	12	5	3	4
P51553	55	24	22	9
Q0D2I5	79	45	25	9
P01591	27	8	13	6
Q8IVU1	128	63	51	14
Q93033	204	100	73	31
P01859	75	38	27	10
Q8WWN9	98	62	26	10
Q14197	31	16	11	4
Q86YT9	58	28	18	12
Q9UPP2	180	107	55	18
Q9BY89	325	207	102	16
Q96PY0	55	42	12	1
Q9UIJ7	37	11	18	8
P58062	21	10	5	6
B1AKI9	88	43	31	14
Q13349	205	107	68	30
Q5VZ46	209	139	63	7
Q07666	69	28	19	22
Q9BQ90	63	26	23	14
Q3LI66	21	6	0	15
O43525	144	64	51	29
Q9P0G3	41	19	16	6
Q9BQ31	87	45	25	17
Q9NXV2	40	18	12	10
Q8IXV7	44	21	17	6
Q07627	49	30	15	4
Q5VYY2	63	26	22	15
A0A1B0GVX0	12	2	6	4
O75335	177	97	68	12
Q9BYE3	13	13	0	0
Q6ISS4	32	18	9	5
O60299	112	80	22	10
Q538Z0	20	12	4	4
Q8IZ02	75	36	20	19
Q6UWQ5	25	9	9	7
Q96JQ5	51	27	16	8
Q96JA4	122	72	39	11
O75427	102	72	20	10
Q05C16	105	40	51	14
Q3C1V0	98	37	49	12
Q68DH5	131	47	42	42
Q9H1C0	63	32	18	13
Q96Q04	187	109	55	23
O15085	243	150	72	21
P26436	58	39	15	4
P54709	44	15	14	15
Q8WXK1	72	27	23	22
P08311	34	15	14	5
P09668	58	23	17	18
P40123	79	45	22	12
Q13137	62	26	22	14
Q8IWP9	42	27	13	2
A0A1B0GU71	13	6	5	2
Q96PG8	26	13	13	0
Q5RIA9	57	22	29	6
Q9NSG2	136	69	51	16
Q8N535	15	11	4	0
A6NN90	86	54	27	5
Q96HA4	60	37	17	6
Q6PK04	23	15	6	2
Q03188	198	118	60	20
Q96M89	114	64	36	14
Q99626	49	25	10	14
Q8WUX9	62	39	17	6
Q3KPI0	66	30	25	11
Q9H5L9	30	15	11	4
Q9BYE9	238	113	85	40
Q70JA7	132	66	29	37
P09693	24	10	6	8
C9JXX5	12	8	0	4
Q99967	38	26	8	4
Q6QEF8	69	33	26	10
Q8NEP4	131	81	35	15
Q2UY09	132	69	45	18
P53674	45	24	12	9
P04141	26	12	12	2
P10606	15	8	5	2
O14548	26	7	10	9
A2RUU4	17	8	5	4
Q6UX73	62	36	14	12
A6NCJ1	46	18	14	14
O60676	17	8	6	3
Q6ZWL3	67	30	20	17
Q9HB71	39	14	18	7
P13584	71	33	21	17
A8MYA2	71	53	14	4
Q9H9E3	122	55	48	19
Q9UI47	128	64	51	13
Q96A23	86	45	23	18
Q10586	44	25	14	5
Q9BTV6	69	35	27	7
O94777	14	3	6	5
O00341	83	36	36	11
Q9UBC3	144	75	43	26
Q8N9I9	46	13	23	10
Q08426	102	50	31	21
Q9UNI6	51	26	15	10
O00148	48	23	15	10
Q13202	95	66	20	9
Q14195	97	42	37	18
Q9H8V3	159	87	56	16
P01911	49	22	18	9
Q9NRF9	17	10	5	2
P33316	35	17	10	8
P19957	11	6	5	0
Q8NCI6	100	44	28	28
Q49A17	80	33	25	22
P10144	34	15	12	7
Q9NP62	86	50	19	17
Q13002	157	68	57	32
Q14330	63	21	25	17
P36969	18	7	5	6
Q9UI32	94	52	25	17
O00155	49	28	12	9
Q99679	77	36	25	16
Q96P66	92	50	27	15
P07359	144	54	76	14
Q86YW7	21	3	13	5
P02724	42	22	15	5
Q9BZM3	49	32	12	5
Q15486	17	12	1	4
Q16772	26	12	5	9
Q8N257	28	15	8	5
A4D1E9	48	23	18	7
Q969Y2	59	34	23	2
Q9BYG8	76	44	18	14
Q9NRM0	84	37	30	17
P15516	9	4	1	4
P0CJ70	6	4	2	0
P42357	92	42	33	17
Q2TAA2	33	19	8	6
P01762	29	17	4	8
P01767	28	15	6	7
P55795	83	41	17	25
P14652	49	33	14	2
P09016	47	24	10	13
Q9NYD6	74	42	18	14
P52789	109	42	52	15
Q96SY0	75	34	29	12
Q12905	55	23	25	7
Q68E01	151	85	44	22
Q16666	145	68	63	14
O15327	144	70	46	28
Q9Y6M1	85	38	33	14
Q9Y6W8	36	16	10	10
P01570	29	17	8	4
P17275	64	28	23	13
Q96S16	46	16	17	13
P19827	133	62	51	20
Q8WWU7	62	27	18	17
Q06033	140	52	59	29
Q8TAC2	19	11	4	4
Q9NQX7	40	14	13	13
Q8IZA0	213	104	83	26
P46940	223	84	77	62
O60575	10	4	5	1
Q8NFY9	100	42	30	28
P08729	73	46	18	9
A0A0B4J1Z2	34	17	8	9
Q9H7L2	71	37	23	11
Q8WZ60	92	38	33	21
Q13351	59	25	23	11
Q9UKR0	41	21	14	6
Q9BYQ4	52	21	28	3
P20151	40	21	13	6
P60328	26	17	7	2
Q9BYP8	16	12	4	0
Q9BW19	105	56	41	8
Q96E93	41	27	7	7
Q52LG2	68	41	11	16
Q9BYS1	51	33	14	4
Q9BYQ7	38	22	16	0
Q3LI77	56	33	7	16
P16389	85	36	30	19
Q9NSK0	97	50	27	20
Q6L8H4	56	55	1	0
Q701N4	37	35	1	1
Q8NHJ6	84	46	27	11
Q5T752	27	25	2	0
P51884	59	31	11	17
Q14766	271	119	103	49
P0DP58	26	5	14	7
Q14210	30	16	13	1
A0A075B6K2	29	15	9	5
A0A087WSX0	36	23	6	7
Q13449	65	30	25	10
Q9Y5Y7	69	29	33	7
Q6UY01	90	59	28	3
Q96CX6	60	38	12	10
A1A4G5	28	23	3	2
Q9Y4Y9	10	3	7	0
O95237	39	17	14	8
Q03252	90	54	25	11
A6BM72	180	85	63	32
Q86X40	55	26	15	14
Q99705	79	33	33	13
Q14680	109	40	41	28
Q13021	36	15	9	12
Q8N635	94	47	34	13
Q5VSG8	78	30	21	27
P21439	188	86	67	35
O75366	120	49	43	28
O43286	58	20	17	21
Q03135	28	11	8	9
Q9Y646	76	36	23	17
O15234	111	61	29	21
Q8IWA6	94	53	29	12
Q9ULV8	60	31	18	11
Q8IU53	9	1	6	2
Q8ND61	179	91	57	31
Q96MC9	48	28	18	2
A0A1B0GTZ2	40	21	13	6
P55289	135	51	55	29
Q9H6E4	28	15	9	4
Q8WTZ4	29	16	10	3
Q5VYM1	187	136	43	8
Q9P2H0	221	129	74	18
Q9BXL8	37	20	14	3
P33681	54	23	23	8
Q96EP1	116	61	37	18
P14209	16	13	2	1
Q4KMG0	258	136	78	44
Q96IL0	24	10	8	6
Q6UXZ3	44	17	22	5
P05997	125	63	51	11
Q8N6F1	36	19	10	7
Q8NCR9	60	27	23	10
Q9ULY5	44	24	14	6
A8MUP2	36	18	12	6
Q96N53	21	17	4	0
Q14CZ0	45	25	17	3
Q9H0A8	32	23	6	3
Q2M2W7	15	8	3	4
P35606	137	61	44	32
H3BN30	23	15	5	3
A8MZG2	27	20	5	2
P33261	64	26	27	11
O15431	38	18	12	8
P04632	36	17	12	7
P24462	78	29	32	17
Q494V2	99	51	37	11
Q8TAV3	49	18	24	7
Q8NFK1	43	22	14	7
Q6UXB2	12	10	2	0
Q2PZI1	108	41	37	30
A8MPP1	110	60	30	20
Q6NUT2	135	60	45	30
P61073	67	34	16	17
P36382	56	27	17	12
P51397	12	7	5	0
Q9NY93	64	32	21	11
Q99944	38	19	13	6
Q8NDI1	210	115	69	26
Q6P2I3	35	13	19	3
Q5VT28	10	4	5	1
O15360	220	144	55	21
Q14320	42	21	12	9
A8MZ36	27	13	10	4
Q86X51	113	82	27	4
Q92636	170	84	51	35
Q8N9Y4	45	30	6	9
Q7Z4H9	38	25	11	2
Q5T319	21	17	3	1
A6H8Z2	73	43	26	4
A0A1B0GTK4	30	21	6	3
Q9Y5Q0	46	24	9	13
Q96A26	25	14	9	2
P0C2L3	29	15	9	5
Q13461	32	16	6	10
Q8IVF7	120	62	40	18
Q75LS8	10	4	3	3
P31994	58	26	24	8
Q9UGM5	71	38	20	13
Q75VX8	144	89	35	20
Q5JV73	331	201	94	36
Q9BUM1	54	28	15	11
Q5H9T9	130	77	49	4
Q9NQR9	60	24	23	13
Q96N19	70	30	23	17
P27469	9	4	4	1
Q6ZUT3	125	69	32	24
A2A2Y4	96	49	24	23
Q8WWB7	72	41	21	10
O75791	42	24	10	8
Q9HC44	91	64	24	3
Q8N158	85	47	25	13
A6NFD8	32	14	9	9
P49019	53	28	17	8
Q9NQE9	28	10	14	4
Q9H6K1	51	28	15	8
Q8IU57	91	47	31	13
P38484	63	31	20	12
A6NMK8	104	68	30	6
K9M1U5	19	14	3	2
P07476	16	6	8	2
P13232	20	11	7	2
Q13099	145	60	38	47
P56537	42	20	18	4
P35475	96	42	33	21
Q9GZV4	24	9	9	6
A1L1A6	30	15	13	2
Q9H9V9	55	28	14	13
O76095	18	11	6	1
Q14667	354	191	119	44
Q8IV33	220	115	71	34
Q6NV74	140	94	41	5
O43736	35	14	13	8
P05787	97	60	22	15
Q5VZ66	77	38	27	12
Q14643	384	183	131	70
Q96A47	59	34	18	7
P20155	13	6	4	3
Q9H7Z6	79	30	23	26
P02533	87	52	22	13
Q9Y573	87	41	23	23
P35568	274	182	60	32
Q693B1	26	13	8	5
Q04695	77	38	25	14
Q7RTS7	84	51	18	15
Q96NX5	86	46	24	16
P01593	29	15	8	6
Q63ZY3	147	80	51	16
Q14145	98	40	31	27
P43627	71	41	20	10
Q7Z4S6	281	140	113	28
Q9NXS3	97	37	32	28
Q9BYQ0	45	20	23	2
Q6ZMT4	161	92	43	26
Q13241	40	22	11	7
Q13237	106	44	37	25
Q6PIU1	94	49	30	15
B2RXH2	90	35	35	20
Q92764	80	49	18	13
P60371	100	81	17	2
Q8NCM2	170	78	61	31
Q17RR3	75	31	27	17
Q6UY18	73	44	26	3
Q5TA77	17	16	0	1
Q8TC57	97	55	32	10
Q9NS15	174	91	52	31
P01704	42	24	11	7
Q9Y2U5	119	62	35	22
Q99558	138	89	33	16
A6NM62	254	133	94	27
P57077	34	21	8	5
Q8N4P6	90	50	32	8
Q13231	83	34	30	19
B2RV13	27	10	9	8
Q6W349	21	14	6	1
P15813	56	31	18	7
P46527	30	18	9	3
Q01850	77	39	25	13
Q8ND76	62	33	15	14
P08603	239	93	76	70
O60583	177	113	46	18
P57076	26	10	9	7
Q4W4Y0	45	17	14	14
Q8IWY9	164	105	49	10
Q8N910	19	11	8	0
O95628	116	68	33	15
Q9H6B4	80	41	25	14
Q9ULM6	97	46	30	21
P12110	117	54	45	18
Q9BQW3	90	53	23	14
Q5T742	21	13	3	5
Q9NX76	35	14	14	7
Q5T681	48	29	17	2
O75629	39	18	15	6
Q7L2H7	54	27	17	10
P61567	94	49	34	11
Q9NP87	68	35	27	6
Q9HBU6	63	28	16	19
Q8N3D4	207	116	80	11
Q92556	99	49	32	18
P16422	44	15	18	11
Q9GZR5	54	20	15	19
P29322	171	78	57	36
P18074	112	39	40	33
Q9Y2G0	124	64	34	26
Q6ZTR7	41	17	16	8
Q8IYI6	96	44	32	20
Q6P587	33	15	10	8
Q9Y256	43	24	12	7
Q00597	74	36	27	11
Q9NW38	55	28	15	12
Q5RGS3	21	14	6	1
Q8TBF8	49	27	18	4
O00757	63	24	21	18
Q15884	69	38	24	7
Q9H098	6	3	2	1
Q96AP7	72	45	20	7
Q16875	89	40	24	25
A0A1B0GUQ0	10	5	4	1
Q12948	111	74	13	24
P85037	141	83	43	15
P07332	112	61	30	21
P32314	86	55	17	14
P68106	14	4	8	2
A6NMB9	82	34	20	28
Q9Y5Y0	98	37	40	21
P49771	38	19	16	3
Q08830	51	20	14	17
P19526	48	19	22	7
Q495W5	65	30	18	17
P12318	61	27	26	8
Q96CU9	67	33	19	15
Q96ME1	130	90	26	14
P04406	51	21	21	9
Q8TET4	162	68	54	40
P0C091	370	155	161	54
O75084	88	34	31	23
Q92947	68	33	22	13
Q16595	44	19	17	8
P62684	90	41	29	20
O95166	16	5	3	8
O95876	113	63	29	21
Q96PP8	72	33	27	12
P13284	32	11	13	8
Q02108	103	54	33	16
Q7Z4J2	37	10	14	13
Q68CQ7	61	28	18	15
Q8NEA6	164	106	37	21
P28676	40	14	14	12
Q8N428	88	41	31	16
Q8NDV2	55	28	19	8
Q9P2T1	56	27	19	10
P36959	57	25	24	8
Q15760	97	43	34	20
Q03113	42	23	13	6
A6NDK9	78	42	28	8
A6NN73	71	44	17	10
Q8TDV2	69	30	25	14
Q9HC38	44	21	12	11
Q03013	32	12	8	12
P78333	87	39	34	14
P69892	23	11	10	2
Q9UHL9	134	81	32	21
Q96A08	33	18	10	5
P23527	27	14	8	5
P61296	33	16	9	8
Q6PII5	40	17	18	5
Q9BX10	85	36	39	10
Q9BQA5	74	40	20	14
Q9H8Q6	22	11	8	3
Q9UF12	80	44	23	13
O00219	96	38	28	30
P84074	32	17	9	6
Q96T92	83	56	21	6
P29460	72	37	23	12
P20809	23	12	10	1
Q9HBG6	189	90	46	53
Q9H160	44	24	10	10
P14735	139	51	43	45
P15260	102	58	26	18
A0AVF1	80	30	17	33
Q6UW32	15	6	6	3
P05015	30	17	7	6
A6NNB3	21	7	9	5
Q15811	230	116	85	29
Q9BR39	117	60	36	21
P19823	152	72	53	27
O14654	199	135	36	28
P78414	71	37	20	14
Q68EN5	70	28	23	19
Q86VI3	187	72	63	52
Q9Y3D8	23	5	9	9
Q15323	74	40	24	10
Q8WVZ9	129	68	30	31
P38570	190	96	64	30
Q9Y2B9	15	11	3	1
Q5HYC2	439	243	167	29
O15397	136	48	50	38
P29622	74	35	25	14
P43629	86	48	25	13
Q1ED39	65	38	21	6
O94953	174	81	57	36
Q9NQT8	275	159	78	38
P46019	211	102	67	42
P46020	217	100	69	48
Q15139	143	79	39	25
O94806	151	84	42	25
Q9NSB2	100	59	28	13
O43790	77	42	21	14
P10721	180	79	59	42
Q86SY8	11	7	3	1
O00182	59	29	21	9
Q13571	52	28	11	13
Q96BZ8	20	11	5	4
Q6UX15	63	31	19	13
Q5TKA1	87	44	33	10
Q9Y561	149	80	46	23
Q9BYV8	67	35	18	14
P0DMB2	16	10	4	2
Q8N8E3	122	60	43	19
P61962	52	18	21	13
Q92564	50	23	15	12
Q9H1M4	13	2	8	3
Q8IYX4	37	22	9	6
O75165	329	142	115	72
Q8NEU8	104	48	39	17
Q99704	84	41	28	15
Q9UQ10	43	21	16	6
P11532	505	243	200	62
Q6ZMT9	140	71	48	21
Q8IVF4	606	243	226	137
Q86YB7	23	10	11	2
P68104	64	23	29	12
Q8N1N2	51	23	25	3
Q16828	70	43	17	10
Q14576	63	29	22	12
Q63HQ2	173	86	54	33
Q6UWT2	12	11	0	1
P11161	107	56	36	15
Q06889	70	37	21	12
P55884	105	51	35	19
Q9H9T3	85	31	27	27
O75616	61	38	18	5
Q8N6I1	16	7	4	5
Q8IUS5	58	21	17	20
Q9BV81	20	7	6	7
Q8N6R0	81	42	22	17
Q15768	43	22	7	14
Q96GK7	33	12	18	3
P49327	369	199	115	55
P0C7U9	46	24	16	6
Q96ND0	47	18	19	10
A0A1B0GW35	30	14	5	11
H3BQW9	19	11	7	1
Q5T6X4	19	10	7	2
O75344	39	15	10	14
Q96C11	68	36	19	13
O15552	54	26	15	13
P36980	55	28	14	13
O76093	35	11	14	10
Q9H6D8	42	25	13	4
P54826	41	22	10	9
Q9BTV5	78	36	31	11
Q5SYB0	304	183	86	35
O95177	27	20	7	0
Q06546	66	26	29	11
Q86XJ1	130	88	33	9
Q8N9W4	60	28	27	5
P39905	25	13	7	5
P10071	344	215	90	39
Q9NR23	40	20	9	11
O75603	102	47	31	24
Q7Z4T8	66	31	18	17
O15303	145	63	55	27
Q8TE85	114	55	37	22
O15354	99	45	38	16
Q9BZJ7	35	20	8	7
Q7Z5G4	24	7	9	8
Q9Y2T6	52	29	13	10
P0CG33	78	41	29	8
A6NK44	22	11	8	3
Q99527	56	25	20	11
P46439	30	11	7	12
Q16661	16	10	4	2
Q8IZP7	65	23	30	12
O95843	25	9	10	6
A0A096LPI5	21	14	5	2
Q8TDG4	194	86	66	42
Q7Z4H3	27	15	6	6
Q6NT76	89	50	27	12
P35914	50	25	17	8
Q9UJC3	90	44	33	13
P17066	91	34	43	14
P34932	126	62	41	23
P83110	61	36	18	7
Q13651	114	66	36	12
Q6UXL0	55	22	22	11
Q8WVV9	100	48	28	24
P0DP02	24	13	4	7
P09067	70	46	13	11
Q9UKS7	88	50	21	17
Q9UKT9	89	50	19	20
Q6NXR0	65	35	20	10
O14920	106	52	40	14
Q12906	153	80	32	41
Q6UX52	42	25	13	4
P01880	81	38	35	8
P38919	63	19	31	13
Q8N6C5	246	114	88	44
Q8IXL9	17	4	10	3
P0C7M6	13	6	4	3
P23458	172	73	54	45
O60674	175	72	54	49
Q9HCI6	122	57	45	20
Q8N8K9	158	87	49	22
P35527	132	87	18	27
Q9Y6K8	84	36	32	16
P41236	38	22	11	5
A0A087WTH5	25	11	8	6
Q3SY46	59	37	8	14
Q6UXK2	93	49	30	14
Q6L8G4	35	35	0	0
Q5H943	23	15	5	3
Q9UMN6	350	206	108	36
Q96AC6	112	61	42	9
Q3LHN0	29	21	3	5
Q8TDN1	81	47	17	17
Q03426	54	29	20	5
Q9BYQ6	45	32	11	2
Q9HB14	65	35	17	13
Q3ZCV2	88	38	30	20
Q9BQE6	43	29	11	3
Q7Z7J7	40	20	12	8
O95232	71	49	15	7
Q8N423	121	61	38	22
Q68G74	67	37	21	9
Q9Y5X9	83	34	31	18
Q9NY97	61	27	16	18
Q9BV29	23	15	6	2
Q5W0N0	19	7	9	3
Q9Y592	77	39	27	11
Q99674	27	11	13	3
Q7Z6I8	40	19	15	6
A6NDU8	45	24	9	12
Q6P1J9	74	28	33	13
A4QMS7	24	11	5	8
P46092	54	30	16	8
Q8NHU2	212	85	70	57
A0A0K2S4Q6	41	20	17	4
Q6ZQR2	44	17	16	11
Q8N769	23	14	8	1
Q86U37	36	25	7	4
Q7L3B6	45	30	7	8
Q8NE01	91	47	28	16
Q9UKZ1	83	54	22	7
Q9Y2V0	41	19	9	13
A6NJI1	19	12	5	2
Q96SW2	67	29	25	13
Q5JVL4	96	34	27	35
P01920	48	15	22	11
C9JQL5	22	9	10	3
O00418	110	59	24	27
P49005	80	36	31	13
P61568	30	9	12	9
A6NHQ4	44	27	16	1
Q9UHY7	43	18	17	8
Q96KQ7	178	100	56	22
O15371	86	38	27	21
Q09472	363	195	123	45
Q8N766	179	88	57	34
O75356	77	30	32	15
P24390	43	13	16	14
Q7Z589	337	171	151	15
P0C7W8	67	46	19	2
Q96B26	41	15	20	6
Q06265	52	27	20	5
Q9BTP7	24	12	8	4
Q13868	42	20	15	7
Q14517	887	402	321	164
Q96LP2	67	39	22	6
Q92800	109	55	32	22
Q8IYD8	380	229	98	53
Q96M96	121	60	41	20
Q9BXR6	99	42	32	25
O60258	33	12	15	6
Q6X9E4	89	39	35	15
Q9H4G4	26	14	6	6
Q5XUX0	66	27	25	14
Q9UK96	144	83	38	23
Q9UK22	33	18	7	8
Q8TAE8	20	12	3	5
Q96AE4	74	24	27	23
Q11130	47	21	15	11
Q8N475	136	51	50	35
O15117	129	72	41	16
Q4V326	13	5	5	3
A6NGK3	13	7	4	2
O14793	57	21	23	13
Q9H0R8	18	4	4	10
P52306	68	42	23	3
P27539	28	18	7	3
Q9NZC3	51	21	21	9
Q4G1C9	40	15	14	11
Q16099	152	71	53	28
Q9UPC5	84	41	26	17
O43424	175	75	68	32
P29992	57	19	21	17
Q9H4A6	38	15	19	4
P30679	62	25	20	17
Q6NUI2	100	60	31	9
Q99795	65	30	23	12
Q13491	47	15	19	13
A0A0U1RQE8	48	26	9	13
Q58FF6	79	41	24	14
P33778	28	15	8	5
Q9UL51	125	69	32	24
Q99880	28	15	8	5
Q9UBI9	64	35	13	16
Q9Y5Z7	165	79	59	27
Q14527	150	72	57	21
P13747	68	29	26	13
Q9Y5R4	48	33	10	5
P05114	13	9	4	0
P01817	34	12	18	4
P01766	23	12	5	6
A0A0B4J1V1	28	18	3	7
Q14626	73	40	23	10
P78552	71	33	24	14
Q8NFR9	100	61	27	12
Q08334	57	25	21	11
P01772	23	12	4	7
Q8NFM7	126	70	32	24
P14866	88	43	17	28
Q9UBH0	24	12	7	5
Q01101	51	30	11	10
P09017	57	31	12	14
Q6P9B9	130	86	37	7
Q9H2S9	98	62	22	14
Q70UQ0	64	35	27	2
Q9HBE4	25	17	6	2
P08476	57	37	14	6
P26951	58	22	25	11
Q2VIR3	61	27	26	8
Q9UHA7	23	10	10	3
P55010	53	25	17	11
P0DOY2	31	16	11	4
P0CG04	29	14	11	4
Q9UMF0	133	64	56	13
P26012	115	64	30	21
Q15040	23	11	7	5
Q08881	104	45	28	31
Q4KMZ1	76	42	28	6
Q96AZ6	27	14	8	5
Q9Y5U9	8	4	3	1
P00568	33	12	14	7
Q9C075	71	34	26	11
Q96MA6	60	19	25	16
P23352	128	63	46	19
Q8NBH2	89	39	29	21
Q06136	56	26	19	11
Q96FN5	90	51	30	9
P01619	33	17	10	6
Q96L93	184	85	68	31
O60341	118	53	44	21
Q8N743	71	37	25	9
A2NJV5	30	18	6	6
P06310	28	17	6	5
Q2M1P5	152	94	42	16
P60370	69	53	14	2
Q86Z14	177	77	54	46
P23443	70	31	25	14
Q3LI60	13	3	1	9
Q92806	58	27	21	10
Q6VAB6	152	78	57	17
Q96L42	215	121	65	29
Q9BYQ9	43	30	10	3
Q03721	100	42	41	17
O43423	27	14	6	7
Q9BPX5	18	10	6	2
Q5TC04	18	13	5	0
Q8IYS0	136	73	44	19
P50993	147	62	63	22
Q13733	161	65	71	25
Q8N1M1	143	71	46	26
Q96Q91	136	73	46	17
A8MTZ0	10	5	5	0
Q6L9W6	130	67	32	31
Q9Y5Z0	92	43	30	19
Q567U6	91	42	30	19
Q96LX7	78	46	26	6
P15085	82	34	29	19
O75493	50	30	11	9
Q05682	86	43	39	4
P27482	17	6	10	1
Q9H246	14	7	3	4
Q15834	13	10	3	0
Q6ZP82	215	124	59	32
Q5VZK9	230	151	64	15
Q17RM4	96	58	28	10
Q9ULB5	149	66	52	31
P32248	66	30	21	15
Q8WXQ3	48	28	17	3
Q96NU0	233	121	77	35
Q7Z7J9	8	4	2	2
Q9H2X3	61	33	17	11
Q96MX0	28	14	9	5
Q9H0W9	39	15	13	11
C9JDV5	32	14	15	3
Q6UXH1	53	26	18	9
Q9H4D0	149	70	49	30
Q68CJ9	77	46	27	4
P23786	112	54	37	21
Q14406	45	23	15	7
P15954	12	6	4	2
P04118	21	11	6	4
Q14746	120	71	31	18
Q96SQ9	72	23	39	10
A0A1B0GUS0	26	18	8	0
Q9Y5P2	13	8	4	1
Q9Y2V7	110	48	47	15
Q9Y678	146	60	63	23
O14529	239	157	58	24
Q8IYJ1	99	43	33	23
Q99418	41	13	16	12
P59036	13	8	5	0
Q9Y6H8	61	29	20	12
A4FU28	118	68	31	19
Q6GPI1	44	22	20	2
Q58WW2	188	101	66	21
O00399	25	7	13	5
Q30KQ7	13	4	4	5
O60479	71	36	14	21
